TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,UNIT_NM,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,55-59 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,358.2,A,0,계,계,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,55-59 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,374.1,A,0,계,계,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,19894,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,20960,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,22683,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,522.9,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,524.3,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,60-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,547.4,A,0,계,계,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,65886,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,65450,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,68297,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,178.9,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,179.1,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,15-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,188.4,A,0,계,계,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,237831,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,251055,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,303429,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,2923.7,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,2926.8,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65 Years old ＆ over,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,3367.5,A,0,계,계,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,21201,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,23497,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,26315,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,804.4,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,815.3,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,65-69 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,852.3,A,0,계,계,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,26466,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,28106,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,32040,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,1322.8,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,1354.4,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,70-74 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),70,1491.4,A,0,계,계,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,41835,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,40713,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),75,44581,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,2610.3,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,2547.8,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,75-79 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),75,2778.9,A,0,계,계,75 - 79세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,55154,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,57523,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),80,69310,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,4964.8,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,4945,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80-84 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),80,5554.5,A,0,계,계,80 - 84세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80 Years old and over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,148329,A,0,계,계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80 Years old and over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,158739,A,0,계,계,80세이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,0,Total,Total,80 Years old and over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),82,200493,A,0,계,계,80세이상
